Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2011,10/8/11,STEWARDS/VETS LIST,Belmont Park (NYRA),After finish,Racing,Thoroughbred,Clear,Fairway Drive,FRANK MARTIN,ABEL LEZCANO,Fairway Drive  - Tr. Frank Martin - pulled up - ambulanced off - no injury reported,Steward's List
2011,10/27/11,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Cloudy 55 to 60 : degrees F,One Starry Night,FRANK MARTIN,JULIO X. PEZUA,One Starry Night-Tr. Frank Martin-pulled up-ambulanced off-reinjured old suspensory-back in training,Steward's List
2012,5/18/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Starting gate",Racing,Thoroughbred,Clear 60 to 65 : degrees F,Ninety Degrees,THOMAS M. BUSH,EDGAR S. PRADO,Ninety Degrees-Tr. Tom Bush-sat down in gate-scratched from race-walked off track-continued training,Steward's List
2012,9/23/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Starting Gate",Racing,Thoroughbred,Clear 60 to 65 : degrees F,Owen Rico,THOMAS M. BUSH,JULIEN R. LEPAROUX,Petey Cramer-Tr. R. Rodriguez reared in gate striking Owen Rico-Tr. T. Bush-both scratched due to trauma-both walked off track-no injuries reported,Steward's List
2013,3/17/13,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Paddock,Racing,Thoroughbred, ,Festive Spirit,THOMAS M. BUSH,KEIBER COA,Festive Spirit-Tr. Thomas Bush-vanned off from paddock after finish of race-LF lameness,Steward's List
2012,10/3/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Cloudy 70 to 75 : degrees F,Brian,MARK A. HENNIG,JOSE LEZCANO,Brian-Tr. Mark Hennig-pulled up-ambulanced off-evulsion fx LF suspensory-stall rest,Steward's List
2012,11/24/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Main Track, 1/8 Pole",Racing,Thoroughbred,Clear 45 to 50 : degrees F,Global Asset,MARK A. HENNIG,CORNELIO VELASQUEZ,Global Asset-Tr. Mark Hennig-eased up-walked off-no injury reported-must requalify,Steward's List
2012,4/7/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,Clear,Sumfun,RENE A. ARAYA,JACQUELINE A. DAVIS,Sumfun-Tr. Rene Araya-fell after finish-ambulanced off-horse had minor scrape on knee,Steward's List
2011,10/5/11,STEWARDS/VETS LIST,Belmont Park (NYRA),After finish,Racing,Thoroughbred, ,Wild about Tiffany,EDWARD J. PLESA,ELVIS R. TRUJILLO,Wild About Tiffany -Tr. Edward Plesa - ambulanced off - no injury reported,Steward's List
2012,9/19/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, 1/8 Pole",Racing,Thoroughbred,Partly Cloudy 65 to 70 : degrees F,Rumble Seat,EDWARD J. COLETTI,CHARLES C. LOPEZ,Rumble Seat-Tr. Edward Coletti-eased to finish-walked off track-no injury reported-,Steward's List
2011,11/5/11,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Main Track, Starting Gate",Racing,Thoroughbred,Clear 50 to 55 : degrees F,Sandican,LEO O'BRIEN,NEFTALI GALARZA,Sandican-Tr. Leo O'Brien-flipped in gate-scratched-no injuries reported,Steward's List
2012,8/8/12,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Wedding in Sorano,COLUM O'BRIEN,IRAD ORTIZ JR,Wedding in Sorano-Tr. Colum O'Brien-pulled up-ambulanced off-ran poorly-no injuries reported-filly retired,Steward's List
2012,9/22/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Finish of Race",Racing,Thoroughbred,Cloudy 65 to 70 : degrees F,Irish Etiquette,COLUM O'BRIEN,CHARLES C. LOPEZ,Irish Etiquette-Tr. Colum O'Brien-pulled up-ambulanced off-slab fx L knee-to surgery-given time off-to be re-evaluated for racing,Steward's List
2012,12/31/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 20 to 30 : degrees F,Buck Stops Here,COLUM O'BRIEN,JOSE (CARLOS) C. MONTALVO,Buck Stops Here-Tr. Colum O'Brien-pulled up & fell unseating rider-no injuries reported,Steward's List
2012,4/5/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Aqueduct Turf, Starting Gate",Racing,Thoroughbred,Clear 55 to 60 : degrees F,Divadora,JAMES L. LAWRENCE II,ALAN GARCIA,Divadora-Tr. James Lawrence-scratched at gate-walked off track-horse ok & still training,Steward's List
2009,4/1/09,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Cloudy,One Funny Honey,ANTHONY W. DUTROW, ,One Funny Honey-Tr. Anthony Dutrow-RF lameness, 
2011,10/6/11,STEWARDS/VETS LIST,Belmont Park (NYRA),After  finishing,Racing,Thoroughbred, ,Retire to What,ANTHONY W. DUTROW,CORNELIO VELASQUEZ,Retire to What- Tr. Anthony Dutrow-walked off track bled-resting, 
2011,11/10/11,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 60 to 65 : degrees F,No More Stress,RICHARD E. DUTROW JR,RAMON A. DOMINGUEZ,No More Stress - Tr. Richard Dutrow - pulled up - ambulanced off - slight scratch R knee - no other injuries reported,Steward's List
2012,6/30/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Hazy above 90 : degrees F,Tatao's Wildcat,RICHARD E. DUTROW JR,MICHAEL J. LUZZI,Tatao's Wildcat-Tr. Richard Dutrow-pulled up-ambulanced off- horse uninjured-must requalify,Steward's List
2012,10/14/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Start",Racing,Thoroughbred,Clear 60 to 65 : degrees F,Deciphering Dream,RICHARD E. DUTROW JR,JOEL ROSARIO,Deciphering Dream-Tr. Richard Dutrow-pulled up-ambulanced off-no injuries reported-must requalify,Steward's List
2012,6/17/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, 1/4 Pole",Racing,Thoroughbred,Clear 70 to 75 : degrees F,Tough Talk,RICHARD E. DUTROW JR,JUNIOR R. ALVARADO,Tough Talk - Tr. Richard Dutrow - eased up - off in RF - walked off track - back training,Steward's List
2012,1/16/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Clear 30 to 40 : degrees F,He Can Run,ALAN E. GOLDBERG,JUNIOR R. ALVARADO,He Can Run-Tr. Alan Goldberg-pulled up-ambulance off-no injuries reported,Steward's List
2012,8/23/12,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, 10TH FENCE",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Left Unsaid,THOMAS H. VOSS,PADDY YOUNG,Divine Fortune-Tr. J. Sheppard- fell unseated rider/Left Unsaid-Tr. T. Voss-fell over fallen horse-no injuries to horses or riders reported,Steward's List
2012,1/11/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, 5/8 Pole",Racing,Thoroughbred,Cloudy 40 to 45 : degrees F,Beresford,WILLIAM H. TURNER,PABLO FRAGOSO,Coljac-Tr. Gary Sciacca-chipped sesamoid - Bereford-Tr. William Turner-bled-Coljak-retired-Baresford must requalify,Steward's List
2012,4/22/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Starting gate,Racing,Thoroughbred,Rain 45 to 50 : degrees F,Nothinrwildestremz,WILLIAM H. TURNER,SAMUEL CAMACHO,Notinrwildestremz-Tr. W. Turner-acted up in gate & kicked Grunge Girl-Tr. P. Ortiz-both horses scratched & walked off track-no injuries reported,Steward's List
2013,5/31/13,STEWARDS/VETS LIST,Belmont Park (NYRA),vicinity of the 1/4 pole,Racing,Thoroughbred,87* Clear,Bounty Pink,LINDA L. RICE,CORNELIO VELASQUEZ,Bounty Pink-Tr. Linda Rice-pulled up-ambulance off-RF hoof quarter crack-to farm to heal,Steward's List
2012,5/12/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, 1/8 Pole",Racing,Thoroughbred,Sunny 75 to 80 : degrees F,Sunlight Sonata,JAMES J. TONER,RAJIV C. MARAGH,Sunlight Sonata-Tr. James Toner-pulled up-ambulanced off-back in training-must requalify,Steward's List
2012,9/19/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, 1/4 Pole",Racing,Thoroughbred,Partly Cloudy 65 to 70 : degrees F,Aces Up,ALAN E. GOLDBERG,JOSE LEZCANO,Aces Up-Tr. Alan Goldbert-pulled up-ambulanced off-no injury reported-must requalify,Equine Injury
2011,9/25/11,STEWARDS/VETS LIST,Belmont Park (NYRA),inside 1/16 pole,Racing,Thoroughbred,73* Mostly cloudy,No Questions,JAMES H. ISELIN,DAVID COHEN, No Questions-Tr. James Islin-pulled up-ambulanced off-no problems found,Steward's List
2012,4/14/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Turf, 1/2 pole",Racing,Thoroughbred,Cloudy 60 to 65 : degrees F,More Reubens,ROBERT E. REID,CORNELIO VELASQUEZ,More Reubens-Tr. Robert Reid-pulled up-ambulanced off-no injury reported,Steward's List
2012,8/16/12,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, 9th fence",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Enchanted Circle,NEIL MORRIS,JACOB ROBERTS,Enchanted Circle-Tr. Neil Morris-steeplechase-fell at fence-ambulanced off-no injuries reported, 
2011,12/11/11,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Clear 40 to 45 : degrees F,Little Reya,EDUARDO E. JONES,NEFTALI O. PEREZ,Little Reya-Tr. Eduardo Jones-pulled up-ambulanced off-heat in RF knee-no further problems reported,Steward's List
2012,6/22/12,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,"Main Track, 3/8 Pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,Rico Act,MEGAN N. LUCAS, ,Rico Act-Tr. Megan Lucas-attempted to pull up-saddle slipped-lame R hind-broke away-ran into fence & back to barn-must requalify,Steward's List
2013,2/18/13,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, 1/16 pole",Racing,Thoroughbred,Clear 30 to 40 : degrees F,Magnificant Mia,MANUEL V. GONZALEZ, ,Magnificent Mia-Tr. Manuel Gonzalez-pulled up-ambulanced off-throat entrapment-to Cornell for surgery-will return to race,Equine Injury
2012,4/21/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),At the Wire,Racing,Thoroughbred,Sunny 65 to 70 : degrees F,Blake Street Bully,VITO GIAMBANCO,MAYLAN L. STUDART,Blake Street Bully-Tr. Vito Giambanco-pulled up-vanned off-RH quarter crack-must requalify,Steward's List
2012,4/18/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Into 1st Turn,Racing,Thoroughbred,Cloudy 55 to 60 : degrees F,Pretty Perky Patti,ERIC R. REED,ALAN GARCIA,Pretty Perky Patti-Tr. Eric Reed-pulled up-ambulanced off-no injuries reported,Steward's List
2013,5/4/13,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Posse Baby,DAVID W. PRINE,JULISSA LAREDO,Posse Baby - Tr. David Prine - collapsed unseating rider - treated for heat exhaustion - horse walked onto ambulance-no other injuries reported, 
2011,11/25/11,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,Main Track - 1/2 Mile,Racing,Thoroughbred,,Outside Love,EDUARDO A. MAVER JR, ,Outside Love -Tr. Eduardo Maver -pulled up-ambulanced off-problems with stiff back,Steward's List
2012,2/12/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, 1/8 Pole",Racing,Thoroughbred,Cloudy 20 to 30 : degrees F,Victoria Pool,NAIPAUL R. CHATTERPAUL,CHARLES C. LOPEZ,Victoria Pool-Tr. Naipaul Chatterpaul-pulled up-ambulanced off-no problems found,Steward's List
2012,11/28/12,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,"Main Track, 1/8 Pole",Racing,Thoroughbred,Mostly Cloudy 30 to 40 : degrees F,Roan Rooster,WAYNE E. SPARLING,RODOLFO IGNACIO,Roan Rooster-Tr. Wayne Sparling-pulled up-walked off-to be retired, 
2011,9/5/11,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Main Track-Starting Gate,Racing,Thoroughbred,Showers 65-70*,Sweet A Way,TAMZEN T. JOHNSON,JAIME RODRIGUEZ,Sweet A Way-Tr. Tamzen Johnson-stumbled unseating her rider-grabbed pastern required stitches,Steward's List
2012,3/3/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,50 to 55 : degrees F,Golden weekend,DAVID JACOBSON,DAVID COHEN,Golden Weekend-Tr. Peter Chin-pulled up-ambulance off-lost front shoe-given time off-must requalify,Equine Injury
2012,4/6/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 50 to 55 : degrees F,Bojan,DAVID JACOBSON,DAVID COHEN,Bojan-Tr. David Jacobson-pulled up-ambulanced off-aggravated old RF tendon injury-working on tendon issue,Equine Injury
2013,1/21/13,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, 1/4 Pole",Racing,Thoroughbred,Cloudy 20 to 30 : degrees F,Superstructure,DAVID JACOBSON,JUNIOR R. ALVARADO,Superstructure-Tr. David Jacobson-eased up-walked off track-no injuries reported-given time off,Steward's List
2012,8/2/12,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 80 to 85 : degrees F,Mabou,DAVID JACOBSON,JEFFREY M. MURPHY,Mabou-Tr. David Jacobson-pulled up-ambulance off-superficial cut LF ankle-sound next day-continues to train-must requalify,Steward's List
2012,3/9/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Partly Cloudy 30 to 40 : degrees F,Expecting Cash,JOHN D. GOOD,ALAN GARCIA,Expecting Cash - Tr. John Good - ambulanced off - no problems found.,Steward's List
2013,4/27/13,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred, ,Iron Lou,JAMIE J. NESS,JAVIER J. CASTELLANO,Iron Lou-Tr. Jamie Ness-eased in stretch-walked off track-no injuries reported,Steward's List
2013,6/15/13,STEWARDS/VETS LIST,Belmont Park (NYRA),inside 1/16 pole,Racing,Thoroughbred,65* Partly cloudy,King Rock,JAMIE J. NESS, ,King Rock-Tr. Jaime Ness - pulled up-walked off track-no injuries reported, 
2013,6/5/13,STEWARDS/VETS LIST,Belmont Park (NYRA), ,Racing,Thoroughbred, ,File Gumbo,JAMIE J. NESS,JOEL ROSARIO,File Gumbo-Tr. Jamie Ness-pulled up-ambulanced off-Claim Voided-no injuries reported-must requalify,Steward's List
2013,4/13/13,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),1/16 Pole,Racing,Thoroughbred, ,Hope Still Springs,JAMIE J. NESS,DAVID COHEN,Hope Still Springs - TOR Jamie Ness - pulled up at 1/16 pole and vanned off track - no injuries reported, 
2012,8/8/12,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Mellon Turf, Finish of Race",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Silent Pipe,MERRILL R. SCHERER,JUNIOR R. ALVARADO,Silent Pipe-Tr. Merrill Scherer-pulled up-ambulanced off-heat stroke-shipped to Kentucky & training-must requalify,Equine Injury
2012,8/18/12,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Partly Cloudy 75 to 80 : degrees F,Prince Silver,MERRILL R. SCHERER,KENT J. DESORMEAUX,Prince Silver-Tr. Merrill Scherer-pulled up-ambulanced off-no injuries reported,Equine Injury
2013,5/3/13,STEWARDS/VETS LIST,Belmont Park (NYRA),Belmont Park,Racing,Thoroughbred,60* Clear,Glorious Exit,MICHAEL G. MAREINA,RAJIV C. MARAGH,Glorious Exit-Tr. Michael Mareina-threw off shoe while leaving gate-eased thru stretch-no injuries reported-must requalify,Steward's List
2013,5/23/13,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 Pole,Racing,Thoroughbred, ,Malibu Queen,MICHAEL G. MAREINA,JOEL ROSARIO,Malibu Queen - Tr. Michael Mareina - pulled up - ambulanced off - no injuries reported - cliam voided - must requalify,Steward's List
2012,4/22/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),1/8 Pole,Racing,Thoroughbred,Rain 45 to 50 : degrees F,Nana Mary,MATTHEW D. CLARKE,MAYLAN L. STUDART,Nana Mary-Tr. Matthew Clarke-pulled up-ambulanced off- Saddle slipped-first time back after layoff-must requalify,Steward's List
2012,2/25/12,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Clear 30 to 40 : degrees F,Afleet Pegasus,GEORGE C. MAROUN,JACQUELINE A. DAVIS,Afleet Pegasus-Tr. George Maroun-pulled up-ambulanced off-no injuries found-back training,Steward's List
2014,12/15/14,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),1st turn,Racing,Thoroughbred,40* Clear,Perfect Dancing, ,ANGEL E. SERPA,Perfect Dancing-Tr. Bruce Levine-pulled up-walked off track-pulled stifle-sent to farm to recoup, 
